"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG000001642583",0,1.53779817799463,0.766,0.368,0,"kidney epithelial cell","ENSG00000164258"
"ENSG000001360033",0,1.53459159212095,0.9,0.582,0,"kidney epithelial cell","ENSG00000136003"
"ENSG000001777002",0,1.52858625254599,0.953,0.687,0,"kidney epithelial cell","ENSG00000177700"
"ENSG00000181924",0,1.5236280516491,0.728,0.338,0,"kidney epithelial cell","ENSG00000181924"
"ENSG000002053521",0,1.52343887513518,0.869,0.487,0,"kidney epithelial cell","ENSG00000205352"
"ENSG000000725062",0,1.52280427987952,0.71,0.336,0,"kidney epithelial cell","ENSG00000072506"
"ENSG000001476691",0,1.52275734217624,0.79,0.413,0,"kidney epithelial cell","ENSG00000147669"
"ENSG00000090263",0,1.52092827479919,0.68,0.305,0,"kidney epithelial cell","ENSG00000090263"
"ENSG000002309893",0,1.51545727594463,0.878,0.494,0,"kidney epithelial cell","ENSG00000230989"
"ENSG000001383566",0,1.51365650331849,0.57,0.097,0,"kidney epithelial cell","ENSG00000138356"
"ENSG000001989387",0,1.50254928096332,0.999,0.99,0,"kidney epithelial cell","ENSG00000198938"
"ENSG000001304141",0,1.50140212598836,0.76,0.41,0,"kidney epithelial cell","ENSG00000130414"
"ENSG00000165487",3.19558604390436e-307,1.98969775163663,0.585,0.241,1.87130323144995e-302,"kidney epithelial cell","ENSG00000165487"
"ENSG000000760434",8.43472430567637e-307,1.51629441357975,0.718,0.367,4.93929020616103e-302,"kidney epithelial cell","ENSG00000076043"
"ENSG000001819043",5.39675350092704e-306,1.7431682470528,0.663,0.311,3.16028488260787e-301,"kidney epithelial cell","ENSG00000181904"
"ENSG000001671362",1.23853993304425e-303,1.51586109792984,0.502,0.184,7.25276599391385e-299,"kidney epithelial cell","ENSG00000167136"
"ENSG000001669003",9.01665113051254e-293,1.57948368075053,0.513,0.184,5.28006073551684e-288,"kidney epithelial cell","ENSG00000166900"
"ENSG00000173153",1.00967834463286e-292,2.31795377568058,0.517,0.199,5.91257541833554e-288,"kidney epithelial cell","ENSG00000173153"
"ENSG000001220331",1.81834257976394e-291,1.70034398517941,0.68,0.347,1.06480323128397e-286,"kidney epithelial cell","ENSG00000122033"
"ENSG00000180233",2.78637779686395e-291,1.58217707841594,0.512,0.19,1.63167497406556e-286,"kidney epithelial cell","ENSG00000180233"
"ENSG000001610133",1.14382392852418e-290,2.95752487254642,0.532,0.207,6.69811854304473e-286,"kidney epithelial cell","ENSG00000161013"
"ENSG000001077451",1.57147683471864e-289,2.23879923034304,0.557,0.228,9.20241119642888e-285,"kidney epithelial cell","ENSG00000107745"
"ENSG00000100220",1.49121299123373e-279,1.93788126869616,0.62,0.293,8.73239415536559e-275,"kidney epithelial cell","ENSG00000100220"
"ENSG00000115649",5.67323982683412e-276,2.49239816554941,0.547,0.221,3.32219251019579e-271,"kidney epithelial cell","ENSG00000115649"
"ENSG000001464163",8.69154319315759e-270,2.51617328480603,0.504,0.201,5.08968077848115e-265,"kidney epithelial cell","ENSG00000146416"
"ENSG00000176623",7.75122991715281e-268,1.84920364639464,0.523,0.212,4.53904272718551e-263,"kidney epithelial cell","ENSG00000176623"
"ENSG000001441181",5.47848819490814e-265,1.99534832169309,0.552,0.224,3.20814790205626e-260,"kidney epithelial cell","ENSG00000144118"
"ENSG000001230911",6.43906889968725e-264,1.93909426451806,0.632,0.308,3.77065435696786e-259,"kidney epithelial cell","ENSG00000123091"
"ENSG000001340491",3.6587250954542e-261,2.04643937769736,0.587,0.272,2.14251282864703e-256,"kidney epithelial cell","ENSG00000134049"
"ENSG00000198356",1.10019507986634e-257,1.57946363828717,0.599,0.285,6.44263236818928e-253,"kidney epithelial cell","ENSG00000198356"
"ENSG000001065542",1.95968471390997e-253,2.4673135311669,0.544,0.238,1.14757177161854e-248,"kidney epithelial cell","ENSG00000106554"
"ENSG000002136192",2.43302527003858e-244,2.19098486083397,0.652,0.341,1.42475526788189e-239,"kidney epithelial cell","ENSG00000213619"
"ENSG000001426841",5.91328804719865e-244,1.54536523587182,0.58,0.269,3.46276234755906e-239,"kidney epithelial cell","ENSG00000142684"
"ENSG00000149761",5.58940327139803e-240,2.1542339705455,0.545,0.242,3.27309866169797e-235,"kidney epithelial cell","ENSG00000149761"
"ENSG000001343752",2.82118089364423e-237,1.63975861445624,0.577,0.27,1.65205531950913e-232,"kidney epithelial cell","ENSG00000134375"
"ENSG000001436122",3.2046176716416e-234,1.54085447678752,0.734,0.442,1.87659206233661e-229,"kidney epithelial cell","ENSG00000143612"
"ENSG000001305204",1.24467300157045e-232,1.67991450158912,0.681,0.361,7.28868062989639e-228,"kidney epithelial cell","ENSG00000130520"
"ENSG00000171204",4.16327627171091e-232,2.06968582712673,0.561,0.259,2.43797295195119e-227,"kidney epithelial cell","ENSG00000171204"
"ENSG000001126511",1.72118749133288e-231,1.67149355998478,0.507,0.217,1.00791018304962e-226,"kidney epithelial cell","ENSG00000112651"
"ENSG00000078902",3.71147935461567e-220,2.07988971668268,0.504,0.22,2.17340519526939e-215,"kidney epithelial cell","ENSG00000078902"
"ENSG000001580421",4.32136237071737e-215,1.99599926484123,0.512,0.229,2.53054659066838e-210,"kidney epithelial cell","ENSG00000158042"
"ENSG00000047249",1.16507508380864e-207,1.79005538129634,0.512,0.23,6.82256318327499e-203,"kidney epithelial cell","ENSG00000047249"
"ENSG000001667972",1.96169595037778e-206,1.72697224168064,0.554,0.259,1.14874953158172e-201,"kidney epithelial cell","ENSG00000166797"
"ENSG00000115561",1.32370647138309e-196,2.16283189874855,0.689,0.402,7.75149272577223e-192,"kidney epithelial cell","ENSG00000115561"
"ENSG00000144034",2.70599682726855e-196,1.96951414503061,0.556,0.275,1.58460468208019e-191,"kidney epithelial cell","ENSG00000144034"
"ENSG000001255201",7.09158578534563e-179,1.52559854678989,0.506,0.238,4.15276172004055e-174,"kidney epithelial cell","ENSG00000125520"
"ENSG000001048861",1.35188064603603e-152,1.58577997112454,0.549,0.29,7.91647787512238e-148,"kidney epithelial cell","ENSG00000104886"
"ENSG000001638822",2.28532859838652e-151,2.14944783182514,0.53,0.28,1.33826557392916e-146,"kidney epithelial cell","ENSG00000163882"
"ENSG000001142091",2.37309434544851e-143,2.07917523175214,0.649,0.403,1.38966031775119e-138,"kidney epithelial cell","ENSG00000114209"
"ENSG00000102978",5.63680176860919e-141,1.92884672986305,0.509,0.263,3.30085474767985e-136,"kidney epithelial cell","ENSG00000102978"
"ENSG000001343301",2.70042467760837e-140,1.70614838448118,0.557,0.309,1.58134168696069e-135,"kidney epithelial cell","ENSG00000134330"
"ENSG000001714212",9.59328822429995e-120,2.74521645497276,0.502,0.283,5.61773365126781e-115,"kidney epithelial cell","ENSG00000171421"
"ENSG000001041641",9.67465189759279e-82,2.05731916359491,0.557,0.36,5.66537940471136e-77,"kidney epithelial cell","ENSG00000104164"
"ENSG00000120705",2.12176677401192e-22,1.79074689423509,0.512,0.396,1.24248540519364e-17,"kidney epithelial cell","ENSG00000120705"
"ENSG00000140835",0,9.93659739870935,0.818,0.001,0,"intrahepatic cholangiocyte","ENSG00000140835"
"ENSG000001453213",0,8.19440781871284,1,0.006,0,"intrahepatic cholangiocyte","ENSG00000145321"
"ENSG000001327031",0,7.98767005518355,0.909,0.005,0,"intrahepatic cholangiocyte","ENSG00000132703"
"ENSG000001715641",3.41449770120571e-258,2.91750119544159,0.909,0.008,1.99949570884905e-253,"intrahepatic cholangiocyte","ENSG00000171564"
"ENSG000001715601",6.3043979431021e-216,4.23525523006147,1,0.011,3.69179239150116e-211,"intrahepatic cholangiocyte","ENSG00000171560"
"ENSG000001699035",1.91419415973895e-192,8.12226166926461,1,0.013,1.12093295800153e-187,"intrahepatic cholangiocyte","ENSG00000169903"
"ENSG000001326931",1.73355444326765e-188,6.16421842938852,0.636,0.005,1.0151521464331e-183,"intrahepatic cholangiocyte","ENSG00000132693"
"ENSG000001715571",5.05873913782435e-164,3.15206421656224,1,0.014,2.96234705171856e-159,"intrahepatic cholangiocyte","ENSG00000171557"
"ENSG000001069272",1.73517821611588e-159,7.85861666297515,1,0.015,1.0161030115753e-154,"intrahepatic cholangiocyte","ENSG00000106927"
"ENSG000000846741",3.32207940868713e-146,6.8297499701089,0.818,0.011,1.9453764809331e-141,"intrahepatic cholangiocyte","ENSG00000084674"
"ENSG000001368811",3.17445523348952e-145,5.63905907836519,0.545,0.005,1.85892924017913e-140,"intrahepatic cholangiocyte","ENSG00000136881"
"ENSG000001381151",2.3197653451195e-136,7.17468716020975,0.545,0.005,1.35843138844853e-131,"intrahepatic cholangiocyte","ENSG00000138115"
"ENSG000001006651",7.80595689864837e-134,7.45473610144034,0.818,0.012,4.5710903002795e-129,"intrahepatic cholangiocyte","ENSG00000100665"
"ENSG000001090722",6.2147054316358e-131,7.33358620332563,1,0.019,3.63926935371161e-126,"intrahepatic cholangiocyte","ENSG00000109072"
"ENSG000001248751",2.35585494237534e-123,7.80106862528692,0.818,0.013,1.37956509570558e-118,"intrahepatic cholangiocyte","ENSG00000124875"
"ENSG000001460391",5.06324671169788e-123,7.84957124053253,0.636,0.008,2.96498664190316e-118,"intrahepatic cholangiocyte","ENSG00000146039"
"ENSG000001047601",2.0186027957074e-102,4.86492560199572,0.818,0.016,1.1820736111383e-97,"intrahepatic cholangiocyte","ENSG00000104760"
"ENSG00000104537",1.94832252501147e-97,6.68938233294938,0.727,0.013,1.14091818742147e-92,"intrahepatic cholangiocyte","ENSG00000104537"
"ENSG000001709271",7.85556243833637e-90,7.22656984973473,0.636,0.011,4.6001388082654e-85,"intrahepatic cholangiocyte","ENSG00000170927"
"ENSG000001698561",1.54205506248318e-88,7.44078092192104,0.545,0.008,9.03012024039523e-84,"intrahepatic cholangiocyte","ENSG00000169856"
"ENSG000001357441",1.12063707417496e-87,7.85213436577089,1,0.028,6.56233864266116e-83,"intrahepatic cholangiocyte","ENSG00000135744"
"ENSG000001434121",1.30902555173048e-81,6.9961898016999,0.727,0.016,7.66552272837854e-77,"intrahepatic cholangiocyte","ENSG00000143412"
"ENSG000001001703",4.07279666612018e-79,7.30050888551593,0.636,0.012,2.38498899971332e-74,"intrahepatic cholangiocyte","ENSG00000100170"
"ENSG000001636311",5.80802074525075e-79,7.08300867439075,1,0.031,3.40111886821139e-74,"intrahepatic cholangiocyte","ENSG00000163631"
"ENSG000001460383",1.39953008348249e-75,7.16979988070416,0.909,0.027,8.19550821586512e-71,"intrahepatic cholangiocyte","ENSG00000146038"
"ENSG000000806181",8.43606325637896e-69,6.8062137894984,0.636,0.014,4.94007428230296e-64,"intrahepatic cholangiocyte","ENSG00000080618"
"ENSG000001377313",3.92808595918418e-66,5.12443358064611,1,0.037,2.30024785683866e-61,"intrahepatic cholangiocyte","ENSG00000137731"
"ENSG000001717473",1.47565670601103e-64,3.97973908091023,1,0.038,8.64129810472999e-60,"intrahepatic cholangiocyte","ENSG00000171747"
"ENSG000001200571",3.36574085791198e-59,6.93963554362198,0.545,0.012,1.97094418898468e-54,"intrahepatic cholangiocyte","ENSG00000120057"
"ENSG000001485842",1.76493872944948e-56,4.41418785276827,0.727,0.023,1.03353047057832e-51,"intrahepatic cholangiocyte","ENSG00000148584"
"ENSG000001382075",1.54324433911901e-55,3.89377511744133,0.909,0.037,9.03708452544698e-51,"intrahepatic cholangiocyte","ENSG00000138207"
"ENSG000001272492",1.73847795394834e-52,7.28893088662673,0.818,0.032,1.01803530505261e-47,"intrahepatic cholangiocyte","ENSG00000127249"
"ENSG00000179913",2.74752391130807e-52,7.39825325549566,0.636,0.019,1.60892252722289e-47,"intrahepatic cholangiocyte","ENSG00000179913"
"ENSG000001717592",5.32844559207295e-52,4.53566868551846,0.636,0.019,3.120284454262e-47,"intrahepatic cholangiocyte","ENSG00000171759"
"ENSG00000169562",1.01560020290557e-51,7.20583612317819,0.727,0.025,5.94725322819472e-47,"intrahepatic cholangiocyte","ENSG00000169562"
"ENSG000001884882",2.18291705695661e-49,7.26974668049282,1,0.051,1.27829439938322e-44,"intrahepatic cholangiocyte","ENSG00000188488"
"ENSG000001849563",4.10886734159029e-47,6.80241812077045,0.636,0.021,2.40611162656186e-42,"intrahepatic cholangiocyte","ENSG00000184956"
"ENSG000001249202",1.48139826308036e-43,7.01349691075573,0.545,0.017,8.6749200887723e-39,"intrahepatic cholangiocyte","ENSG00000124920"
"ENSG000000664684",6.57648567827928e-42,9.04430596852687,1,0.063,3.85112424834357e-37,"intrahepatic cholangiocyte","ENSG00000066468"
"ENSG000002351422",1.91055175663641e-38,6.33540211852305,0.545,0.019,1.11880000316871e-33,"intrahepatic cholangiocyte","ENSG00000235142"
"ENSG000001830551",2.00623719489548e-38,6.84753822203967,0.636,0.026,1.17483243895885e-33,"intrahepatic cholangiocyte","ENSG00000183055"
"ENSG000001187852",2.11988118727076e-38,4.61234245164811,1,0.067,1.24138122445388e-33,"intrahepatic cholangiocyte","ENSG00000118785"
"ENSG000001774594",1.13244932266755e-36,6.0123890704442,0.636,0.027,6.63150998860891e-32,"intrahepatic cholangiocyte","ENSG00000177459"
"ENSG000000395372",7.41833551221116e-35,6.48614792757665,0.545,0.021,4.34410309259573e-30,"intrahepatic cholangiocyte","ENSG00000039537"
"ENSG000001892922",9.40958293357549e-33,4.0227233551071,0.727,0.04,5.51015767007247e-28,"intrahepatic cholangiocyte","ENSG00000189292"
"ENSG000002131601",2.86620960056592e-32,2.76237889447865,0.909,0.065,1.6784236799954e-27,"intrahepatic cholangiocyte","ENSG00000213160"
"ENSG000001648251",4.09964802646295e-31,3.69811083116901,1,0.086,2.40071288781644e-26,"intrahepatic cholangiocyte","ENSG00000164825"
"ENSG000002754102",5.32526849383168e-30,6.84938892233877,0.545,0.025,3.11842397730289e-25,"intrahepatic cholangiocyte","ENSG00000275410"
"ENSG000000866963",6.23566442515597e-30,6.88403657418067,0.636,0.034,3.65154273072709e-25,"intrahepatic cholangiocyte","ENSG00000086696"
"ENSG000001348732",1.15103758558842e-28,4.35304603362794,0.727,0.045,6.74036099744725e-24,"intrahepatic cholangiocyte","ENSG00000134873"
"ENSG000001068041",1.14528366012166e-27,2.62628900348646,0.636,0.036,6.70666658530642e-23,"intrahepatic cholangiocyte","ENSG00000106804"
"ENSG000001088466",3.82126226667818e-27,7.15030660424681,1,0.1,2.23769297074408e-22,"intrahepatic cholangiocyte","ENSG00000108846"
"ENSG000001633475",1.512976979936e-26,2.10474369314969,0.909,0.077,8.85984189680723e-22,"intrahepatic cholangiocyte","ENSG00000163347"
"ENSG000001039427",6.16090719010889e-26,6.22278433189774,0.909,0.085,3.60776564145586e-21,"intrahepatic cholangiocyte","ENSG00000103942"
"ENSG000001537071",1.78459965268335e-25,5.51870645321167,0.727,0.053,1.04504371061484e-20,"intrahepatic cholangiocyte","ENSG00000153707"
"ENSG00000161944",2.9764220409262e-25,5.47466757525073,0.545,0.029,1.74296298294597e-20,"intrahepatic cholangiocyte","ENSG00000161944"
"ENSG0000014193410",4.21196829901772e-25,7.5433120823701,0.909,0.086,2.46648651622179e-20,"intrahepatic cholangiocyte","ENSG00000141934"
"ENSG000001540806",8.00903950522402e-25,5.23578948256748,0.545,0.03,4.69001344386413e-20,"intrahepatic cholangiocyte","ENSG00000154080"
"ENSG000001228705",1.68955409619968e-23,7.21775157245516,0.909,0.097,9.89385983193569e-19,"intrahepatic cholangiocyte","ENSG00000122870"
"ENSG000001703811",7.9072369944617e-22,7.84753377785334,0.636,0.047,4.63039891158682e-17,"intrahepatic cholangiocyte","ENSG00000170381"
"ENSG000001547601",9.91925220668881e-22,5.70851401356548,0.727,0.061,5.8086148997149e-17,"intrahepatic cholangiocyte","ENSG00000154760"
"ENSG000000680787",3.65918639306101e-21,6.21024844842555,0.727,0.063,2.1427829599126e-16,"intrahepatic cholangiocyte","ENSG00000068078"
"ENSG000000016261",4.92878653696864e-21,4.70657741817616,0.545,0.035,2.88624810818347e-16,"intrahepatic cholangiocyte","ENSG00000001626"
"ENSG000001542742",2.78835196319622e-20,7.18090816787426,0.636,0.051,1.63283102612808e-15,"intrahepatic cholangiocyte","ENSG00000154274"
"ENSG0000011988811",1.14213090863137e-19,2.43917345738468,1,0.135,6.68820438785442e-15,"intrahepatic cholangiocyte","ENSG00000119888"
"ENSG0000013548014",9.73512242043429e-18,3.54278087049835,0.909,0.122,5.70079033818212e-13,"intrahepatic cholangiocyte","ENSG00000135480"
"ENSG000001253986",1.7721752419464e-17,6.93940797967856,0.818,0.1,1.03776809993139e-12,"intrahepatic cholangiocyte","ENSG00000125398"
"ENSG000001072491",1.97804940341685e-17,5.78211706777248,0.818,0.101,1.15832595014687e-12,"intrahepatic cholangiocyte","ENSG00000107249"
"ENSG000001371242",5.85737201659708e-17,6.01836654672327,0.636,0.061,3.43001847919909e-12,"intrahepatic cholangiocyte","ENSG00000137124"
"ENSG000001042677",1.374048551458e-16,2.55296311715775,0.909,0.128,8.0462909124829e-12,"intrahepatic cholangiocyte","ENSG00000104267"
"ENSG000001257309",2.36036386210165e-15,2.73957819166542,1,0.175,1.3822054740081e-10,"intrahepatic cholangiocyte","ENSG00000125730"
"ENSG000001652155",6.41298250757889e-15,1.50965236989944,0.818,0.107,3.75537842661312e-10,"intrahepatic cholangiocyte","ENSG00000165215"
"ENSG0000015463912",1.48471541288437e-14,4.93980144727558,0.818,0.119,8.69434498630959e-10,"intrahepatic cholangiocyte","ENSG00000154639"
"ENSG000001798623",1.59801123898547e-14,6.65497468945592,0.909,0.17,9.35779401437501e-10,"intrahepatic cholangiocyte","ENSG00000179862"
"ENSG000001062583",2.8951088365335e-14,1.50960040880666,0.636,0.07,1.69534678358565e-09,"intrahepatic cholangiocyte","ENSG00000106258"
"ENSG000001972495",3.09820080013743e-14,2.72947898639844,1,0.198,1.81427540655248e-09,"intrahepatic cholangiocyte","ENSG00000197249"
"ENSG000000646513",3.35450631503752e-14,4.83313621109026,0.909,0.173,1.96436535302282e-09,"intrahepatic cholangiocyte","ENSG00000064651"
"ENSG0000017042115",1.01634642775309e-13,2.89380845350795,1,0.209,5.95162304627932e-09,"intrahepatic cholangiocyte","ENSG00000170421"
"ENSG0000011105717",1.03084697293438e-13,4.07664112489419,1,0.234,6.03653678880642e-09,"intrahepatic cholangiocyte","ENSG00000111057"
"ENSG000001528944",1.06955395454955e-13,4.67517815412963,0.818,0.134,6.26320100244672e-09,"intrahepatic cholangiocyte","ENSG00000152894"
"ENSG0000027239810",1.37410321354182e-13,3.09819272022391,1,0.224,8.04661100817953e-09,"intrahepatic cholangiocyte","ENSG00000272398"
"ENSG000001257753",2.1757325026387e-13,1.76403981506211,0.636,0.075,1.2740871962202e-08,"intrahepatic cholangiocyte","ENSG00000125775"
"ENSG000001512761",2.94260018475978e-13,2.95173684650187,0.727,0.105,1.72315724219348e-08,"intrahepatic cholangiocyte","ENSG00000151276"
"ENSG000001484681",3.98751846090642e-13,6.56196512165649,0.545,0.059,2.33505093552219e-08,"intrahepatic cholangiocyte","ENSG00000148468"
"ENSG000001167911",4.16692422811439e-13,1.54864937311574,0.727,0.103,2.4401091587415e-08,"intrahepatic cholangiocyte","ENSG00000116791"
"ENSG0000010653812",5.37085531804563e-13,1.93976547545118,0.909,0.154,3.14511916569434e-08,"intrahepatic cholangiocyte","ENSG00000106538"
"ENSG0000016343518",1.17660388474809e-12,2.48606728613619,0.909,0.153,6.89007468869631e-08,"intrahepatic cholangiocyte","ENSG00000163435"
"ENSG000001821072",1.31625266012099e-12,5.63085584404485,0.636,0.084,7.70784395240252e-08,"intrahepatic cholangiocyte","ENSG00000182107"
"ENSG000001527679",1.41425097371126e-12,4.79536112726726,0.909,0.195,8.28171227695576e-08,"intrahepatic cholangiocyte","ENSG00000152767"
"ENSG000001673153",1.83187865856249e-12,2.90563784249928,1,0.255,1.07272982366761e-07,"intrahepatic cholangiocyte","ENSG00000167315"
"ENSG000001969752",3.82993159701492e-12,6.67472095132344,1,0.315,2.24276964389597e-07,"intrahepatic cholangiocyte","ENSG00000196975"
"ENSG0000014315313",1.41433569994018e-11,2.86512923334322,1,0.274,8.28220842527968e-07,"intrahepatic cholangiocyte","ENSG00000143153"
"ENSG000001961414",1.5557850643794e-11,3.73574952418707,1,0.317,9.11052175849935e-07,"intrahepatic cholangiocyte","ENSG00000196141"
"ENSG000000780701",1.67900059891099e-11,4.72582653507105,0.727,0.125,9.83205960716289e-07,"intrahepatic cholangiocyte","ENSG00000078070"
"ENSG000001063511",1.77903306415491e-11,4.3748286203964,0.545,0.067,1.04178397203847e-06,"intrahepatic cholangiocyte","ENSG00000106351"
"ENSG000000351154",1.87446305785803e-11,4.69312965677004,0.909,0.238,1.09766682205108e-06,"intrahepatic cholangiocyte","ENSG00000035115"
"ENSG000002405836",2.13381529337411e-11,2.46704846465619,0.727,0.115,1.24954089764695e-06,"intrahepatic cholangiocyte","ENSG00000240583"
"ENSG0000011588410",2.5200721946413e-11,2.53117071637736,0.727,0.12,1.47572907646e-06,"intrahepatic cholangiocyte","ENSG00000115884"
"ENSG00000171227",3.87101101580911e-11,3.59066032372992,0.545,0.069,2.26682534074765e-06,"intrahepatic cholangiocyte","ENSG00000171227"
"ENSG000001609724",9.60386424269629e-11,4.53711046565518,0.727,0.134,5.62392686188052e-06,"intrahepatic cholangiocyte","ENSG00000160972"
"ENSG000001185071",1.34306918970331e-10,5.00395084333891,0.727,0.14,7.8648788679836e-06,"intrahepatic cholangiocyte","ENSG00000118507"
"ENSG000001242257",1.77994745141969e-10,3.66698653897738,0.818,0.171,1.04231942807686e-05,"intrahepatic cholangiocyte","ENSG00000124225"
"ENSG000001871342",2.05445659086692e-10,1.62682104180492,0.818,0.16,1.20306923504576e-05,"intrahepatic cholangiocyte","ENSG00000187134"
"ENSG000001283114",2.37247924724638e-10,3.08510547584262,0.818,0.18,1.38930012239501e-05,"intrahepatic cholangiocyte","ENSG00000128311"
"ENSG00000106608",2.6205262387645e-10,3.75851742908311,0.636,0.105,1.5345539601581e-05,"intrahepatic cholangiocyte","ENSG00000106608"
"ENSG000001685288",2.83548118921458e-10,4.17346469582055,0.727,0.137,1.66042942959216e-05,"intrahepatic cholangiocyte","ENSG00000168528"
"ENSG000001668252",6.37047459326134e-10,3.63057278117221,0.727,0.144,3.73048621706791e-05,"intrahepatic cholangiocyte","ENSG00000166825"
"ENSG000001838446",7.4675328886773e-10,5.25620873320557,0.545,0.078,4.37291258428054e-05,"intrahepatic cholangiocyte","ENSG00000183844"
"ENSG000001455551",7.67894007402115e-10,6.87894076004608,0.636,0.109,4.49671051794604e-05,"intrahepatic cholangiocyte","ENSG00000145555"
"ENSG000001015771",9.52798317761853e-10,4.25674770299477,0.909,0.263,5.57949166898164e-05,"intrahepatic cholangiocyte","ENSG00000101577"
"ENSG000001350527",2.00065528503365e-09,4.62874179435999,0.636,0.116,0.000117156372836286,"intrahepatic cholangiocyte","ENSG00000135052"
"ENSG00000084073",3.26168926530556e-09,2.67395807839571,0.818,0.203,0.000191001261687028,"intrahepatic cholangiocyte","ENSG00000084073"
"ENSG000001185963",3.72218134465826e-09,4.00002943780356,0.818,0.219,0.000217967217361843,"intrahepatic cholangiocyte","ENSG00000118596"
"ENSG00000129595",4.28929051404392e-09,2.99654692752568,0.545,0.084,0.000251176563211898,"intrahepatic cholangiocyte","ENSG00000129595"
"ENSG000001579926",7.35271598426286e-09,2.82605515236919,0.545,0.085,0.000430567695322449,"intrahepatic cholangiocyte","ENSG00000157992"
"ENSG000001109873",8.22176006779752e-09,3.39809319641278,0.545,0.089,0.000481458047810155,"intrahepatic cholangiocyte","ENSG00000110987"
"ENSG0000017742515",1.23647881770108e-08,3.4687935536202,0.818,0.209,0.000724069630857573,"intrahepatic cholangiocyte","ENSG00000177425"
"ENSG000001491319",1.39209281995955e-08,1.54668628460509,1,0.289,0.000815195634440113,"intrahepatic cholangiocyte","ENSG00000149131"
"ENSG000001738015",1.81744731178195e-08,1.60482980231438,0.818,0.204,0.00106427897130639,"intrahepatic cholangiocyte","ENSG00000173801"
"ENSG000001822409",2.3456841350331e-08,3.99649528268187,0.727,0.162,0.00137360917263404,"intrahepatic cholangiocyte","ENSG00000182240"
"ENSG000001090844",2.74394185118216e-08,2.94384923108721,0.545,0.094,0.00160682490863376,"intrahepatic cholangiocyte","ENSG00000109084"
"ENSG0000013567810",2.85873112825825e-08,2.9522472579539,0.727,0.178,0.00167404436139675,"intrahepatic cholangiocyte","ENSG00000135678"
"ENSG00000078269",2.94859565354305e-08,2.05226386985227,0.636,0.125,0.00172666812875827,"intrahepatic cholangiocyte","ENSG00000078269"
"ENSG000000889922",3.03003092479835e-08,5.20158748456309,0.636,0.139,0.00177435580925266,"intrahepatic cholangiocyte","ENSG00000088992"
"ENSG000001062617",3.80782969089877e-08,2.66130942828633,0.909,0.328,0.00222982698869341,"intrahepatic cholangiocyte","ENSG00000106261"
"ENSG00000122435",3.94436987975839e-08,2.03620392023198,0.636,0.133,0.00230978355788772,"intrahepatic cholangiocyte","ENSG00000122435"
"ENSG000001867161",4.03357729352989e-08,2.19888724373294,0.636,0.126,0.00236202252731817,"intrahepatic cholangiocyte","ENSG00000186716"
"ENSG000001961396",4.1061702024139e-08,2.71620676201422,0.727,0.178,0.00240453220883156,"intrahepatic cholangiocyte","ENSG00000196139"
"ENSG000000722109",4.10875591197302e-08,3.08218478503556,0.818,0.237,0.00240604637449228,"intrahepatic cholangiocyte","ENSG00000072210"
"ENSG000000949162",5.63439247211836e-08,2.82249592322882,0.909,0.313,0.00329944388774779,"intrahepatic cholangiocyte","ENSG00000094916"
"ENSG00000103148",7.81825252978187e-08,3.33132936585387,0.636,0.141,0.00457829049891497,"intrahepatic cholangiocyte","ENSG00000103148"
"ENSG000001353787",8.37110219460986e-08,3.92075515868759,0.636,0.135,0.00490203373414159,"intrahepatic cholangiocyte","ENSG00000135378"
"ENSG000001724563",8.42036998276292e-08,5.09947840514862,0.545,0.103,0.00493088445820614,"intrahepatic cholangiocyte","ENSG00000172456"
"ENSG000001633997",8.55980813105678e-08,2.48967202766908,1,0.577,0.00501253804346554,"intrahepatic cholangiocyte","ENSG00000163399"
"ENSG000001837424",9.13740030687672e-08,4.71560846916576,0.545,0.1,0.00535077024570394,"intrahepatic cholangiocyte","ENSG00000183742"
"ENSG000001282834",1.09243539367232e-07,3.32558095340745,0.636,0.14,0.00639719242180575,"intrahepatic cholangiocyte","ENSG00000128283"
"ENSG0000023516213",1.24368279788512e-07,2.5232306926393,0.727,0.186,0.00728288209613545,"intrahepatic cholangiocyte","ENSG00000235162"
"ENSG000000826414",1.5008350454789e-07,3.37053192036466,0.818,0.274,0.00878873994281992,"intrahepatic cholangiocyte","ENSG00000082641"
"ENSG000001511505",1.67581987385538e-07,2.20263378435195,0.727,0.18,0.00981343359930974,"intrahepatic cholangiocyte","ENSG00000151150"
"ENSG000002240788",1.89309478353408e-07,3.15763036750194,0.818,0.246,0.0110857737428972,"intrahepatic cholangiocyte","ENSG00000224078"
"ENSG000001273285",1.95035095020435e-07,2.74345639046561,0.636,0.149,0.0114210601293017,"intrahepatic cholangiocyte","ENSG00000127328"
"ENSG000001454761",2.01721811977762e-07,3.75138361785284,0.545,0.105,0.0118126275876058,"intrahepatic cholangiocyte","ENSG00000145476"
"ENSG000001061235",2.31897092909317e-07,5.15078740285866,0.545,0.111,0.0135796618636767,"intrahepatic cholangiocyte","ENSG00000106123"
"ENSG000001090624",3.25564094577828e-07,1.60584007849297,0.909,0.308,0.019064707814383,"intrahepatic cholangiocyte","ENSG00000109062"
"ENSG000001892218",3.35977929141228e-07,1.93968053132179,0.818,0.253,0.0196745315525811,"intrahepatic cholangiocyte","ENSG00000189221"
