"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSG00000110448",1.34421286162772e-13,3.09555190008378,0.625,0.051,7.87157609640575e-09,"DN4 thymocyte","ENSG00000110448"
"ENSG000001368243",2.16200084439589e-13,1.96383096931027,1,0.144,1.26604607446979e-08,"DN4 thymocyte","ENSG00000136824"
"ENSG000001646113",2.18795687677431e-13,2.91981012229387,0.875,0.11,1.28124566747027e-08,"DN4 thymocyte","ENSG00000164611"
"ENSG000001289441",2.39247223586114e-13,4.2302456268169,0.625,0.053,1.40100781659793e-08,"DN4 thymocyte","ENSG00000128944"
"ENSG00000104998",3.76829061733246e-13,1.84796992959247,1,0.132,2.20667330260372e-08,"DN4 thymocyte","ENSG00000104998"
"ENSG00000137078",4.79814463906967e-13,2.18409455557541,0.75,0.071,2.80974551919281e-08,"DN4 thymocyte","ENSG00000137078"
"ENSG00000116830",7.90821777318725e-13,1.92296892045532,0.875,0.107,4.63097324580072e-08,"DN4 thymocyte","ENSG00000116830"
"ENSG000002772241",1.16211807770793e-12,5.24876465626239,0.5,0.037,6.80524725124989e-08,"DN4 thymocyte","ENSG00000277224"
"ENSG000001387951",1.21317314944163e-12,1.8782419961566,0.75,0.081,7.10422064581524e-08,"DN4 thymocyte","ENSG00000138795"
"ENSG000001381821",1.26247527683047e-12,3.65299773906048,0.875,0.114,7.39292897359153e-08,"DN4 thymocyte","ENSG00000138182"
"ENSG00000114346",1.40581316815152e-12,1.81949502986052,0.625,0.055,8.2323013313785e-08,"DN4 thymocyte","ENSG00000114346"
"ENSG000001752161",2.16201310423658e-12,2.92486558651435,1,0.152,1.2660532537099e-07,"DN4 thymocyte","ENSG00000175216"
"ENSG00000167664",3.84544111254439e-12,1.65017503838477,0.5,0.036,2.25185186109487e-07,"DN4 thymocyte","ENSG00000167664"
"ENSG00000163600",1.43661611202315e-11,1.8464353056927,0.625,0.057,8.41268029039636e-07,"DN4 thymocyte","ENSG00000163600"
"ENSG000000760032",2.01749790056664e-11,3.61800855095302,0.75,0.084,1.18142659559282e-06,"DN4 thymocyte","ENSG00000076003"
"ENSG000000137251",2.21835697227432e-11,1.91853840516784,0.75,0.084,1.29904765939412e-06,"DN4 thymocyte","ENSG00000013725"
"ENSG00000277075",2.34984202850294e-11,6.03887853455053,0.5,0.04,1.37604399347103e-06,"DN4 thymocyte","ENSG00000277075"
"ENSG000001684962",4.76943410976802e-11,2.29712625830618,0.625,0.064,2.79293292033905e-06,"DN4 thymocyte","ENSG00000168496"
"ENSG00000125637",4.87934688244989e-11,1.55885828717815,0.875,0.116,2.85729674089383e-06,"DN4 thymocyte","ENSG00000125637"
"ENSG000001989371",6.2424530858396e-11,1.67420198315885,1,0.171,3.65551810253681e-06,"DN4 thymocyte","ENSG00000198937"
"ENSG00000160299",8.13813779051506e-11,1.82343967875441,0.875,0.131,4.76561210874772e-06,"DN4 thymocyte","ENSG00000160299"
"ENSG00000124181",8.79593697307761e-11,2.09249293383696,0.75,0.088,5.15081273206452e-06,"DN4 thymocyte","ENSG00000124181"
"ENSG00000275221",9.47007185720731e-11,2.3688810529282,0.5,0.042,5.54557937886203e-06,"DN4 thymocyte","ENSG00000275221"
"ENSG000000796161",1.78227556186067e-10,2.98426621580689,1,0.178,1.04368274626999e-05,"DN4 thymocyte","ENSG00000079616"
"ENSG00000181896",1.98807565066795e-10,3.02549288034692,0.75,0.088,1.16419722027464e-05,"DN4 thymocyte","ENSG00000181896"
"ENSG000001824812",2.41093786760008e-10,1.93996733720319,1,0.2,1.41182110588793e-05,"DN4 thymocyte","ENSG00000182481"
"ENSG000001732073",2.77878339828816e-10,2.73976366491134,1,0.208,1.62722777020356e-05,"DN4 thymocyte","ENSG00000173207"
"ENSG000001974714",2.87436617071999e-10,3.64342800462545,0.875,0.14,1.68320008591192e-05,"DN4 thymocyte","ENSG00000197471"
"ENSG000001438511",3.27494068304549e-10,1.65538557427327,0.875,0.137,1.91777251458461e-05,"DN4 thymocyte","ENSG00000143851"
"ENSG0000011763210",4.29172771451829e-10,4.83309561037172,1,0.262,2.51319283234477e-05,"DN4 thymocyte","ENSG00000117632"
"ENSG000001665084",6.96315457813608e-10,3.22991699335916,0.875,0.136,4.07755368941071e-05,"DN4 thymocyte","ENSG00000166508"
"ENSG00000158406",8.80929466301378e-10,6.09806196811276,0.5,0.047,5.15863486171424e-05,"DN4 thymocyte","ENSG00000158406"
"ENSG000001707791",1.03633406733681e-09,1.73889911411461,0.625,0.07,6.06866866491762e-05,"DN4 thymocyte","ENSG00000170779"
"ENSG00000188486",1.67253601025885e-09,3.02037329307511,1,0.21,9.79420362247477e-05,"DN4 thymocyte","ENSG00000188486"
"ENSG000001296751",2.61061151307045e-09,1.90793665567302,0.875,0.143,0.000152874799593892,"DN4 thymocyte","ENSG00000129675"
"ENSG000001239751",2.6672201112869e-09,2.3379064846308,1,0.231,0.000156189742496849,"DN4 thymocyte","ENSG00000123975"
"ENSG000001391933",4.28003496304617e-09,2.77275153151727,0.875,0.145,0.00025063456740102,"DN4 thymocyte","ENSG00000139193"
"ENSG000001062682",8.51021709520421e-09,1.61613684110954,1,0.2,0.000498349802878064,"DN4 thymocyte","ENSG00000106268"
"ENSG000001245751",1.63012332735523e-08,2.92071458283364,1,0.22,0.00095458391926595,"DN4 thymocyte","ENSG00000124575"
"ENSG00000009790",1.89200261374854e-08,1.62278671684619,1,0.202,0.00110793781058501,"DN4 thymocyte","ENSG00000009790"
"ENSG00000198055",1.90315033755596e-08,1.73855417614511,1,0.227,0.00111446580616939,"DN4 thymocyte","ENSG00000198055"
"ENSG000001800962",2.83245269276775e-08,1.7098106918499,1,0.216,0.00165865597235787,"DN4 thymocyte","ENSG00000180096"
"ENSG000001561361",3.39497192139088e-08,1.52136644499466,1,0.2,0.00198806160744728,"DN4 thymocyte","ENSG00000156136"
"ENSG000001002973",3.53241006930136e-08,1.69563667680873,0.75,0.126,0.00206854401248218,"DN4 thymocyte","ENSG00000100297"
"ENSG000001231361",5.33481939069913e-08,1.5016906271519,1,0.267,0.0031240168869995,"DN4 thymocyte","ENSG00000123136"
"ENSG00000182199",5.73900581367644e-08,2.42858568985851,0.875,0.193,0.00336070441443078,"DN4 thymocyte","ENSG00000182199"
"ENSG000001036533",6.72817841779997e-08,2.00342650062783,1,0.289,0.00393995399967948,"DN4 thymocyte","ENSG00000103653"
"ENSG000001804481",6.88669295081607e-08,1.72263023356062,1,0.226,0.00403277852506838,"DN4 thymocyte","ENSG00000180448"
"ENSG000001985203",7.16130989861677e-08,5.55892962532893,0.5,0.056,0.00419359146353099,"DN4 thymocyte","ENSG00000198520"
"ENSG000001028792",7.78736595218888e-08,2.79838131708568,1,0.377,0.00456020362794228,"DN4 thymocyte","ENSG00000102879"
"ENSG000002829881",8.14350014647602e-08,3.19348824264035,0.5,0.058,0.00476875225077489,"DN4 thymocyte","ENSG00000282988"
"ENSG000001208022",9.52091449278362e-08,3.65593800852235,1,0.345,0.00557535231782916,"DN4 thymocyte","ENSG00000120802"
"ENSG000001283403",9.99943576289831e-08,2.71777996924353,1,0.375,0.00585556958839562,"DN4 thymocyte","ENSG00000128340"
"ENSG000001034952",1.11192180712836e-07,2.36787414579505,1,0.337,0.00651130291036297,"DN4 thymocyte","ENSG00000103495"
"ENSG000001253543",1.26967485251904e-07,2.15138802107855,1,0.311,0.00743508896886626,"DN4 thymocyte","ENSG00000125354"
"ENSG000002117726",1.41862720625819e-07,2.93776719168017,1,0.218,0.00830733905712733,"DN4 thymocyte","ENSG00000211772"
"ENSG00000245164",1.4567067585971e-07,1.76710640098105,0.5,0.056,0.00853032910766878,"DN4 thymocyte","ENSG00000245164"
"ENSG000000270751",1.48264948589235e-07,2.63552401065672,0.875,0.185,0.00868224712443704,"DN4 thymocyte","ENSG00000027075"
"ENSG000002777346",1.81525778136954e-07,2.69791657879083,0.875,0.163,0.0106299680419219,"DN4 thymocyte","ENSG00000277734"
"ENSG00000105063",3.11675456476441e-07,3.05064202272165,0.625,0.093,0.0182514030558039,"DN4 thymocyte","ENSG00000105063"
"ENSG000001962306",3.4166115957871e-07,4.09765201913943,1,0.516,0.0200073358437697,"DN4 thymocyte","ENSG00000196230"
"ENSG000001641043",3.95811018331337e-07,3.41042593702071,1,0.499,0.0231782974224648,"DN4 thymocyte","ENSG00000164104"
"ENSG000001063991",4.48822824674237e-07,1.73548702959817,1,0.289,0.0262826157900986,"DN4 thymocyte","ENSG00000106399"
"ENSG000001988516",4.49449594011399e-07,1.82632875157206,0.875,0.192,0.0263193187757135,"DN4 thymocyte","ENSG00000198851"
"ENSG000001828663",4.51551284905943e-07,2.08480674340244,0.75,0.154,0.0264423916928071,"DN4 thymocyte","ENSG00000182866"
"ENSG000001682985",5.08351777107014e-07,3.94395995854163,1,0.272,0.0297685717156097,"DN4 thymocyte","ENSG00000168298"
"ENSG000000694932",5.18219780270767e-07,1.84287676484367,0.875,0.189,0.0303464321128759,"DN4 thymocyte","ENSG00000069493"
"ENSG000001077425",6.33274000897225e-07,4.43613674386294,0.75,0.162,0.0370838922185406,"DN4 thymocyte","ENSG00000107742"
"ENSG000000810592",6.35833826588939e-07,2.56063464587895,0.875,0.182,0.0372337930512217,"DN4 thymocyte","ENSG00000081059"
"ENSG000002403422",7.77737869729721e-07,1.97412007076066,0.625,0.104,0.0455435519135027,"DN4 thymocyte","ENSG00000240342"
"ENSG00000276966",8.52390021734705e-07,3.67314286418996,0.5,0.067,0.0499151072827626,"DN4 thymocyte","ENSG00000276966"
"ENSG000001544731",9.19276992121578e-07,1.85640061488336,1,0.393,0.0538319413816475,"DN4 thymocyte","ENSG00000154473"
"ENSG000001434012",9.60887508336533e-07,2.19743733879146,1,0.345,0.056268611600679,"DN4 thymocyte","ENSG00000143401"
"ENSG000001059681",1.04189660773753e-06,2.91923252626435,1,0.529,0.0610124234525018,"DN4 thymocyte","ENSG00000105968"
"ENSG000002287163",1.12274711191566e-06,2.45361632847105,0.625,0.107,0.065746948126669,"DN4 thymocyte","ENSG00000228716"
"ENSG000001369384",1.17130534384069e-06,2.4127959401707,1,0.663,0.0685904696299667,"DN4 thymocyte","ENSG00000136938"
"ENSG000001234167",1.2426681677105e-06,2.8997050638896,1,0.676,0.0727694052329594,"DN4 thymocyte","ENSG00000123416"
"ENSG00000071575",1.29390871076203e-06,2.23418180532077,0.625,0.107,0.0757700001935134,"DN4 thymocyte","ENSG00000071575"
"ENSG000001364901",1.34129015469981e-06,1.93369536134463,1,0.31,0.078544610169066,"DN4 thymocyte","ENSG00000136490"
"ENSG000001987711",1.72467001819312e-06,1.50376535696762,1,0.289,0.100994951595371,"DN4 thymocyte","ENSG00000198771"
"ENSG000000646661",1.76362845472965e-06,1.81347340644133,1,0.368,0.103276318680514,"DN4 thymocyte","ENSG00000064666"
"ENSG000000769281",1.83936071515412e-06,1.65156072582438,1,0.328,0.10771112411871,"DN4 thymocyte","ENSG00000076928"
"ENSG000001437993",2.11991801032746e-06,1.9453639902965,1,0.391,0.124140278766766,"DN4 thymocyte","ENSG00000143799"
"ENSG000002275074",2.16646988883817e-06,1.72057231146864,0.875,0.218,0.126866310220475,"DN4 thymocyte","ENSG00000227507"
"ENSG000001326464",2.17068811078493e-06,2.21022160700769,0.875,0.212,0.127113325079455,"DN4 thymocyte","ENSG00000132646"
"ENSG000000725011",2.40399032331441e-06,1.69519572361117,1,0.324,0.140775269342969,"DN4 thymocyte","ENSG00000072501"
"ENSG000001600141",2.74379496835463e-06,2.14723468951366,1,0.476,0.160673889551879,"DN4 thymocyte","ENSG00000160014"
"ENSG000001988304",3.10279116039663e-06,2.57421507327662,1,0.632,0.181696347561666,"DN4 thymocyte","ENSG00000198830"
"ENSG000001606545",3.66252439092566e-06,2.19413279891117,0.75,0.151,0.214473765808216,"DN4 thymocyte","ENSG00000160654"
"ENSG000001836842",3.95922218304352e-06,2.4440463040274,1,0.264,0.231848091816846,"DN4 thymocyte","ENSG00000183684"
"ENSG00000108106",4.64979259042788e-06,2.24239184095017,1,0.381,0.272287204302866,"DN4 thymocyte","ENSG00000108106"
"ENSG000002400651",4.78022519122201e-06,1.59384675436385,1,0.402,0.27992520697277,"DN4 thymocyte","ENSG00000240065"
"ENSG000001085181",5.14934485437133e-06,2.19114992107615,1,0.864,0.301540485327131,"DN4 thymocyte","ENSG00000108518"
"ENSG000001672867",5.56874677867606e-06,2.78207297666666,0.75,0.182,0.326100242612491,"DN4 thymocyte","ENSG00000167286"
"ENSG000001894033",5.75834307973542e-06,2.16193213862204,1,0.88,0.337202812406227,"DN4 thymocyte","ENSG00000189403"
"ENSG000001357761",5.75858769777903e-06,2.66054799156341,0.5,0.074,0.337217136994242,"DN4 thymocyte","ENSG00000135776"
"ENSG000001986482",6.75439338634516e-06,1.91650173963216,0.75,0.155,0.395530522310986,"DN4 thymocyte","ENSG00000198648"
"ENSG000001271525",6.87212314830259e-06,2.0134045338892,0.75,0.167,0.402424659441452,"DN4 thymocyte","ENSG00000127152"
"ENSG00000172531",8.21560943719856e-06,1.6421485771421,1,0.532,0.481097873032911,"DN4 thymocyte","ENSG00000172531"
"ENSG000001694423",8.58828431621628e-06,1.68481898259098,1,0.35,0.502921341273309,"DN4 thymocyte","ENSG00000169442"
"ENSG000001113481",8.67429689710211e-06,1.57267304364504,1,0.585,0.507958151997403,"DN4 thymocyte","ENSG00000111348"
"ENSG00000164754",9.58103846223612e-06,2.44405680200406,1,0.549,0.561056031310085,"DN4 thymocyte","ENSG00000164754"
"ENSG000002117515",1.09851698485145e-05,4.40148801911325,0.625,0.133,0.643280561159159,"DN4 thymocyte","ENSG00000211751"
"ENSG000001970616",1.13439628430969e-05,4.65993877059599,1,0.618,0.66429112012891,"DN4 thymocyte","ENSG00000197061"
"ENSG00000115241",1.15129229115237e-05,1.56043397735832,1,0.435,0.674185252775916,"DN4 thymocyte","ENSG00000115241"
"ENSG000001840094",1.15976098687564e-05,1.7297397419064,1,0.924,0.679144436304507,"DN4 thymocyte","ENSG00000184009"
"ENSG000001247951",1.22615585619362e-05,2.07180400850804,1,0.659,0.718024607828423,"DN4 thymocyte","ENSG00000124795"
"ENSG000001121183",1.23311870322308e-05,1.76351067663482,0.75,0.163,0.722101981420402,"DN4 thymocyte","ENSG00000112118"
"ENSG000001727571",1.30248554210199e-05,1.60131201967093,1,0.901,0.762722508599505,"DN4 thymocyte","ENSG00000172757"
"ENSG000001891591",1.38171212454607e-05,2.19522160821572,1,0.434,0.809116803012931,"DN4 thymocyte","ENSG00000189159"
"ENSG00000137133",1.44941882845769e-05,2.43575204354709,0.5,0.088,0.848765171756538,"DN4 thymocyte","ENSG00000137133"
"ENSG000001640324",1.61708392077371e-05,1.6436186828952,1,0.695,0.94694817316588,"DN4 thymocyte","ENSG00000164032"
"ENSG000002436784",1.68360460665843e-05,2.05610001996531,0.75,0.199,0.985902021613107,"DN4 thymocyte","ENSG00000243678"
"ENSG000001852621",1.68623792777721e-05,1.60419978721629,1,0.457,0.987444068127056,"DN4 thymocyte","ENSG00000185262"
"ENSG000002131455",1.90338666941693e-05,1.58342142645206,1,0.313,1,"DN4 thymocyte","ENSG00000213145"
"ENSG000001278248",1.98311492278271e-05,1.62721851558387,1,0.386,1,"DN4 thymocyte","ENSG00000127824"
"ENSG00000204264",2.20681294366402e-05,1.67495703624493,1,0.442,1,"DN4 thymocyte","ENSG00000204264"
"ENSG000001663372",2.45797859831187e-05,2.00598411232308,1,0.316,1,"DN4 thymocyte","ENSG00000166337"
"ENSG000000050221",2.59523657862622e-05,1.50995979375446,1,0.69,1,"DN4 thymocyte","ENSG00000005022"
"ENSG000001878375",3.19824706148831e-05,2.63640564868505,0.875,0.368,1,"DN4 thymocyte","ENSG00000187837"
"ENSG00000117868",3.25241522140956e-05,2.06693490240773,1,0.289,1,"DN4 thymocyte","ENSG00000117868"
"ENSG000001295343",3.33445345837047e-05,1.63994049732542,0.875,0.311,1,"DN4 thymocyte","ENSG00000129534"
"ENSG000001323415",3.89519385373329e-05,1.66467466460063,1,0.686,1,"DN4 thymocyte","ENSG00000132341"
"ENSG000001737623",5.02442002942366e-05,2.34837600943959,0.625,0.157,1,"DN4 thymocyte","ENSG00000173762"
"ENSG000001289514",5.27199579495089e-05,2.40440564633091,1,0.458,1,"DN4 thymocyte","ENSG00000128951"
"ENSG000001002421",5.93059832652443e-05,1.61570459017226,1,0.374,1,"DN4 thymocyte","ENSG00000100242"
"ENSG000001048241",6.25153331838073e-05,1.75092990901583,1,0.391,1,"DN4 thymocyte","ENSG00000104824"
"ENSG000001725341",8.38383737685913e-05,1.5012161099268,0.75,0.194,1,"DN4 thymocyte","ENSG00000172534"
"ENSG000001848972",9.39342812729961e-05,1.78603973199188,1,0.538,1,"DN4 thymocyte","ENSG00000184897"
"ENSG000000085175",0.000140551449752732,3.00654750698186,0.75,0.301,1,"DN4 thymocyte","ENSG00000008517"
"ENSG000001049641",0.000161694266695019,1.56716902913108,1,0.661,1,"DN4 thymocyte","ENSG00000104964"
"ENSG000001858852",0.000161947015012602,1.85074595298166,0.875,0.334,1,"DN4 thymocyte","ENSG00000185885"
"ENSG000001425462",0.000187658815051663,2.86231891755462,0.875,0.37,1,"DN4 thymocyte","ENSG00000142546"
"ENSG000001003454",0.000198065361126303,1.51824296011119,1,0.628,1,"DN4 thymocyte","ENSG00000100345"
"ENSG000001307262",0.000205061367225946,1.69652271095297,1,0.359,1,"DN4 thymocyte","ENSG00000130726"
"ENSG00000172725",0.000332573227640214,2.47703458882038,0.875,0.331,1,"DN4 thymocyte","ENSG00000172725"
"ENSG000001854771",0.000377010785747226,1.66846418591249,0.625,0.162,1,"DN4 thymocyte","ENSG00000185477"
"ENSG000000891572",0.000741950194018115,1.50876389108382,1,0.901,1,"DN4 thymocyte","ENSG00000089157"
"ENSG000001842601",0.00381481901877177,3.5804756486804,0.625,0.226,1,"DN4 thymocyte","ENSG00000184260"
"ENSG00000150045",0,6.4981649186235,0.696,0.017,0,"mature NK T cell","ENSG00000150045"
"ENSG000001806441",0,6.11025806588137,0.821,0.057,0,"mature NK T cell","ENSG00000180644"
"ENSG00000137441",0,5.99399660812501,0.58,0.017,0,"mature NK T cell","ENSG00000137441"
"ENSG00000115523",0,5.6440797810027,0.807,0.043,0,"mature NK T cell","ENSG00000115523"
"ENSG00000100385",0,5.32767476023561,0.646,0.053,0,"mature NK T cell","ENSG00000100385"
"ENSG000001004531",0,5.25785194185351,0.75,0.04,0,"mature NK T cell","ENSG00000100453"
"ENSG000001053742",0,5.10783700356032,0.891,0.11,0,"mature NK T cell","ENSG00000105374"
"ENSG00000164483",0,4.94079194672755,0.573,0.034,0,"mature NK T cell","ENSG00000164483"
"ENSG000001725432",0,4.80013999433288,0.798,0.098,0,"mature NK T cell","ENSG00000172543"
"ENSG00000163564",0,4.47164656340918,0.599,0.072,0,"mature NK T cell","ENSG00000163564"
"ENSG000001345391",0,4.45423149267079,0.882,0.067,0,"mature NK T cell","ENSG00000134539"
"ENSG00000198821",0,4.37409030115609,0.825,0.111,0,"mature NK T cell","ENSG00000198821"
"ENSG000001695832",0,4.30887411449418,0.611,0.072,0,"mature NK T cell","ENSG00000169583"
"ENSG000001596742",0,4.24898481781274,0.617,0.141,0,"mature NK T cell","ENSG00000159674"
"ENSG000001456492",0,4.09988117916575,0.839,0.071,0,"mature NK T cell","ENSG00000145649"
"ENSG000001871181",0,4.05003002678108,0.662,0.29,0,"mature NK T cell","ENSG00000187118"
"ENSG000000749661",0,4.0231416112828,0.657,0.081,0,"mature NK T cell","ENSG00000074966"
"ENSG000000072641",0,3.85731008984876,0.527,0.054,0,"mature NK T cell","ENSG00000007264"
"ENSG000001975401",0,3.76091204529352,0.654,0.085,0,"mature NK T cell","ENSG00000197540"
"ENSG00000239713",0,3.50629071506383,0.548,0.137,0,"mature NK T cell","ENSG00000239713"
"ENSG000001150851",0,3.45591724759848,0.502,0.072,0,"mature NK T cell","ENSG00000115085"
"ENSG000001737624",0,3.41630752962733,0.871,0.142,0,"mature NK T cell","ENSG00000173762"
"ENSG00000088179",0,3.23910399176756,0.544,0.161,0,"mature NK T cell","ENSG00000088179"
"ENSG000002776321",0,3.23572293245726,0.541,0.101,0,"mature NK T cell","ENSG00000277632"
"ENSG000002753022",0,3.17628931606201,0.787,0.15,0,"mature NK T cell","ENSG00000275302"
"ENSG000002715033",0,3.05659443224038,0.766,0.136,0,"mature NK T cell","ENSG00000271503"
"ENSG000000270752",0,3.0451648569491,0.561,0.177,0,"mature NK T cell","ENSG00000027075"
"ENSG000001400302",0,3.03709025097599,0.65,0.17,0,"mature NK T cell","ENSG00000140030"
"ENSG000001299681",0,3.00697230740853,0.703,0.369,0,"mature NK T cell","ENSG00000129968"
"ENSG000001974715",0,2.98625497253338,0.52,0.132,0,"mature NK T cell","ENSG00000197471"
"ENSG00000005844",0,2.94206037449789,0.517,0.129,0,"mature NK T cell","ENSG00000005844"
"ENSG00000160305",0,2.8919119373769,0.543,0.219,0,"mature NK T cell","ENSG00000160305"
"ENSG000001109342",0,2.85257707275563,0.746,0.219,0,"mature NK T cell","ENSG00000110934"
"ENSG000001452875",0,2.80480784804444,0.745,0.209,0,"mature NK T cell","ENSG00000145287"
