DepMap_ID,stripped_cell_line_name,CCLE_Name,sex,primary_disease,Subtype,lineage.x,lineage_subtype,lineage_sub_subtype,lineage.y,1st_rank_DEG,2nd_rank_DEG,3rd_rank_DEG,4th_rank_DEG,5th_rank_DEG,6th_rank_DEG,7th_rank_DEG,8th_rank_DEG,9th_rank_DEG,10th_rank_DEG
ACH-001097,KARPAS384,KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,T-cell,lymphocyte,lymphoma_unspecified,t_cell,lymphocyte,GZMB,NKG7,CD3D,GZMA,CD3E,CTSW,GNLY,CST7,PRF1,CD48
ACH-001098,KCIMOH1,KCIMOH1_PANCREAS,Female,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,FABP4,TFF2,PSCA,CEACAM6,AKR1C2,CST1,AGR2,TSPAN8,CP,S100P
ACH-001099,KD,KD_SOFT_TISSUE,Unknown,Rhabdoid,Malignant Rhabdoid Tumor,soft_tissue,malignant_rhabdoid_tumor,,soft_tissue,KRT24,KRT28,PEG3,IGFN1,CPB1,SPP1,IGFL3,GSG1,FIBIN,TMPRSS15
ACH-001100,KHYG,KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Unknown,Lymphoma,,lymphocyte,lymphoma_unspecified,,lymphocyte,CCL5,CST7,CD52,PRF1,JAML,GZMA,CCL3,TYROBP,GZMB,CD48
ACH-001106,KOPN8,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",blood,ALL,b_cell,blood,TCL1A,VPREB1,PENK,IGLL1,CD79A,CD52,LSP1,SASH3,NIBAN3,HLA-DRA
ACH-001109,KPMRTRY,KPMRTRY_SOFT_TISSUE,Male,Rhabdoid,Malignant Rhabdoid Tumor,soft_tissue,malignant_rhabdoid_tumor,,soft_tissue,MGP,COL3A1,KRT24,FIBIN,SLN,DCN,COL1A2,KRT28,KRT27,HHIP
ACH-001111,L82,L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,T-cell,lymphocyte,lymphoma_unspecified,t_cell,lymphocyte,GZMB,PRF1,HLA-DRA,HLA-DRB1,TNFRSF8,HLA-DPA1,CD74,LAPTM5,CYTIP,GMFG
ACH-001113,LC1SQSF,LC1SQSF_LUNG,Male,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",lung,NSCLC,NSCLC_squamous,lung,CES1,KRT6A,AKR1B10,MAGEA4,SPARCL1,SOST,SPP1,GPX2,PI3,UGT1A6
ACH-001119,MAC2A,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,T-cell,lymphocyte,lymphoma_unspecified,t_cell,lymphocyte,IL22,CCL17,SERPINA1,GZMB,HLA-DRA,IL9,IL17F,HLA-DQA1,TNFRSF9,SLAMF1
ACH-001128,MON,MON_SOFT_TISSUE,Male,Rhabdoid,Malignant Rhabdoid Tumor,soft_tissue,malignant_rhabdoid_tumor,,soft_tissue,SLN,NPTX2,OSTN,APLNR,TMEM88,HDC,CCNA1,KDR,CD34,TAL2
ACH-001129,MONOMAC1,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Leukemia,Acute Myelogenous Leukemia (AML),blood,AML,,blood,LYZ,AZU1,CTSG,SRGN,ELANE,PRTN3,RNASE2,TPSAB1,TYROBP,PRSS57
ACH-001132,MTA,MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,T-cell,lymphocyte,lymphoma_unspecified,t_cell,lymphocyte,NKG7,GZMK,GZMA,CXCL10,GZMH,SH2D1A,TMEM155,IL2RB,CLEC2D,HLA-DRA
ACH-001134,MYLA,MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Unknown,Lymphoma,T-cell,lymphocyte,lymphoma_unspecified,t_cell,lymphocyte,IL2RA,IL13,CD74,GPR171,CSTA,TNFRSF4,HLA-DPA1,IL5,LTA,CCL17
ACH-001145,OC316,OC316_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, serous",ovary,ovary_adenocarcinoma,serous,ovary,GAL3ST1,HAVCR1,LRRN4,LYPD6B,DCDC2,GPRC5A,ANKRD2,ALDH1A3,KRT19,IGFN1
ACH-001147,OCILY12,OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,T-cell,lymphocyte,lymphoma_unspecified,t_cell,lymphocyte,IL2RA,CD48,CST7,GPR171,RGS1,HLA-DRA,HLA-DQA1,TMEM273,PRF1,PMCH
ACH-001148,OCILY132,OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Female,Lymphoma,T-cell,lymphocyte,lymphoma_unspecified,t_cell,lymphocyte,NKG7,CD2,CST7,CD3D,GZMK,CD3E,CD27,LCK,HLA-DRA,HLA-DQA1
ACH-001151,OVCAR5,OVCAR5_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, high grade serous",ovary,ovary_adenocarcinoma,high_grade_serous,ovary,CST1,KRT20,FABP4,AGR2,AKR1B10,LCN2,TM4SF18,MALL,KRT23,CST4
ACH-001163,CCLFPEDS0001T,PEDS005TSUSP_KIDNEY,Male,Kidney Cancer,Renal Medullary Carcinoma,kidney,renal_cell_carcinoma,renal_medullary_carcinoma,kidney,CA4,PTGDS,CALB1,KLK6,COL1A2,SERPINA3,TFPI2,COL17A1,AKR1C3,MMP10
ACH-001164,CCLFPEDS0003T,CCLFPEDS0003T_SOFT_TISSUE,Unknown,Sarcoma,Undifferentiated,soft_tissue,undifferentiated_sarcoma,,soft_tissue,VGF,MGP,IGF2,SPON2,CD177,NPTX2,DIO3,OLFM2,CES1,SMOC2
ACH-001172,U251MGDM,U251MGDM_Brain,Male,Brain Cancer,Astrocytoma,central_nervous_system,glioma,astrocytoma,central_nervous_system,XAGE1B,GAGE2A,GAGE2E,PAGE1,DHRS2,GAGE1,IL13RA2,A2M,NXF2,MAGEC2
ACH-001183,RT11284,RT11284_URINARY_TRACT,Female,Bladder Cancer,Carcinoma,urinary_tract,bladder_carcinoma,,urinary_tract,FABP4,KRT13,S100P,S100A9,CALB1,UPK1B,UGT1A6,LY6D,TMPRSS4,S100A2
ACH-001184,SCMCRM2,SCMCRM2_SOFT_TISSUE,Female,Sarcoma,Rhabdomyosarcoma,soft_tissue,rhabdomyosarcoma,,soft_tissue,MYOG,ACTC1,CAPN6,TNNI1,MYL4,EDN3,ERVW-1,CHRND,TNNT2,NNAT
ACH-001188,SHSY5Y,SHSY5Y_AUTONOMIC_GANGLIA,Female,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,RGS5,STMN2,DBH,CHGA,RGS4,PHOX2A,HAND2,C7,NSG2,RTL1
ACH-001190,SKMEL2,SKMEL2_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,S100B,PAGE5,PMEL,SERPINA3,CXCL8,SSX2B,SSX1,PLP1,CAPN3,MAGEC2
ACH-001192,SKNEP1,SKNEP1_BONE,Female,Bone Cancer,Ewings Sarcoma,bone,Ewing_sarcoma,,bone,CES1,XAGE1B,MYOM2,CTCFL,ITM2A,GRP,PKP1,TRMT9B,AMER2,NELL2
ACH-001193,SKPNDW,SKPNDW_BONE,Male,Bone Cancer,Ewings Sarcoma,bone,Ewing_sarcoma,,bone,NPY1R,DKK2,CCK,XAGE1B,UGT3A2,UTS2,XAGE1A,NR0B1,PTGER3,TRMT9B
ACH-001194,SKRC31,SKRC31_KIDNEY,Unknown,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,SPP1,AKR1B10,UGT1A6,BHMT2,NDUFA4L2,FXYD2,ALDH1A1,IGFN1,HAVCR1,FABP6
ACH-001196,SMSCTR,SMSCTR_SOFT_TISSUE,Male,Sarcoma,"Rhabdomyosarcoma, embryonal",soft_tissue,rhabdomyosarcoma,embryonal,soft_tissue,IGF2,DHRS2,MSTN,TCEAL7,CHRND,MYL1,CHRNA1,MRLN,NNAT,STAC3
ACH-001197,SMZ1,SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Male,Lymphoma,,lymphocyte,lymphoma_unspecified,,lymphocyte,CXCL10,NKG7,HLA-DQA1,CD74,HLA-DRA,RGS1,CCL5,CD2,TBX21,IL2RA
ACH-001200,STM9101,STM9101_SOFT_TISSUE,Male,Rhabdoid,Malignant Rhabdoid Tumor,soft_tissue,malignant_rhabdoid_tumor,,soft_tissue,PNOC,FOLH1,POSTN,PI15,MRGPRX1,PRPH,IGFL2,MEOX2,COL1A2,SELENOP
ACH-001201,SUMB002,SUMB002_CENTRAL_NERVOUS_SYSTEM,Unknown,Brain Cancer,Medulloblastoma,central_nervous_system,medulloblastoma,,central_nervous_system,OTX2,CA4,MRLN,IMPG2,NEUROD1,MAB21L2,WFDC1,CTCFL,SGIP1,LRTM1
ACH-001207,TIG3TD,TIG3TD_FIBROBLAST,Unknown,Fibroblast,Lung,fibroblast,fibroblast_lung,,fibroblast,DCN,COL1A2,IGFBP5,COL6A3,COL1A1,COL3A1,GREM1,CD248,ACTG2,THY1
ACH-001210,TTC1240,TTC1240_SOFT_TISSUE,Female,Rhabdoid,Malignant Rhabdoid Tumor,soft_tissue,malignant_rhabdoid_tumor,,soft_tissue,REG1A,DCN,GATM,KRT24,GSG1,SPP1,IGFL3,COL3A1,LUM,DCLK1
ACH-001211,TTC549,TTC549_SOFT_TISSUE,Female,Rhabdoid,Malignant Rhabdoid Tumor,soft_tissue,malignant_rhabdoid_tumor,,soft_tissue,GCG,DLK1,COL3A1,GPC3,DCN,MMP10,IGF2,MYOC,TYRP1,HGF
ACH-001228,UPCISCC152,UPCISCC152_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,KRT6A,LGALS7B,NTS,GPC3,PKP1,FXYD3,S100A2,FOXE1,TP63,COL17A1
ACH-001229,UPCISCC154,UPCISCC154_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,LCN2,KRT6A,KRT17,ADIRF,MROH2A,KRT14,S100A9,ANXA8,KRT5,CSTA
ACH-001232,UW228,UW228_CENTRAL_NERVOUS_SYSTEM,Female,Brain Cancer,Medulloblastoma,central_nervous_system,medulloblastoma,,central_nervous_system,CHI3L1,COL1A2,ACTG2,MGP,IFI27,CHRDL1,CD36,GPNMB,COL11A1,KRT81
ACH-001239,WM2664,WM2664_SKIN,Female,Skin Cancer,Melanoma,skin,melanoma,,skin,S100B,TYR,DCT,LOXL4,ITIH5,TF,PLP1,APOD,MIA,SOX10
ACH-001270,127399,127399_SOFT_TISSUE,Unknown,Sarcoma,Synovial,soft_tissue,synovial_sarcoma,,soft_tissue,ALPL,NPPB,ANKRD1,COL1A1,CCN2,CRIP1,CXCL12,PTGDS,RPS4Y1,COL5A1
ACH-001274,SW982,SW982_SOFT_TISSUE,Female,Sarcoma,Synovial,soft_tissue,synovial_sarcoma,,soft_tissue,MMP1,SPANXB1,SFRP1,PAGE5,CPA4,SPANXA1,XAGE1B,THY1,SRGN,CCL2
ACH-001275,SYO1,SYO1_SOFT_TISSUE,Female,Sarcoma,Synovial,soft_tissue,synovial_sarcoma,,soft_tissue,WIF1,CEP112,APCDD1,CXCL14,COL6A3,ISM1,DKK2,ART5,CYP24A1,MEOX2
ACH-001277,YAMATO,YAMATO_SOFT_TISSUE,Unknown,Sarcoma,Synovial,soft_tissue,synovial_sarcoma,,soft_tissue,POSTN,HGF,FABP4,RASL11B,COL3A1,COL6A3,TMEM100,MEOX2,PDGFRA,COL15A1
ACH-001278,BIN67,BIN67_OVARY,Female,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),ovary,SCCOHT,,ovary,NTS,COL11A1,TMEM100,CRYAB,MFAP5,HAPLN1,ANKRD1,TEK,FREM2,MAGEA4
ACH-001279,SCCOHT1,SCCOHT1_OVARY,Unknown,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),ovary,SCCOHT,,ovary,GCG,NTS,SCG2,KCTD12,ALDH1A1,CRH,AGMO,FOXG1,HGF,RGS4
ACH-001280,SCS214,SCS214_SOFT_TISSUE,Unknown,Sarcoma,Synovial,soft_tissue,synovial_sarcoma,,soft_tissue,WIF1,CEP112,NELL2,HOXC12,SST,LUM,FRZB,NEFL,BMPER,DCN
ACH-001283,TC106,TC106_BONE,Male,Bone Cancer,Ewings Sarcoma,bone,Ewing_sarcoma,,bone,ITM2A,GRP,PRAC1,XAGE1B,SCGB3A2,MFAP4,UGT3A2,TNFAIP6,DKK2,CCK
ACH-001289,COGAR359,COGAR359_SOFT_TISSUE,Male,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),soft_tissue,ATRT,,soft_tissue,FAM107A,PTN,L1TD1,LMO2,MLC1,LHX2,PNOC,FABP7,TMEM35A,FGFBP3
ACH-001295,Y79,Y79_AUTONOMIC_GANGLIA,Female,Eye Cancer,Retinoblastoma,eye,retinoblastoma,,eye,MYCN,GSG1,AIPL1,OTX2,GNB3,CRX,NNAT,IMPG2,NEUROD1,HPCA
ACH-001300,CHLA15,CHLA15_AUTONOMIC_GANGLIA,Female,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,STMN2,NSG2,CRABP1,CHGA,ELAVL4,NEFM,RGS5,PHOX2B,PRPH,DDC
ACH-001301,COGN278,COGN278_AUTONOMIC_GANGLIA,Unknown,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,CALCB,RGS5,PAGE5,MYCN,STMN2,ARHGAP36,RGS4,ELAVL4,PHOX2A,HAND2
ACH-001302,COGN305,COGN305_AUTONOMIC_GANGLIA,Unknown,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,ARHGAP36,DLK1,RGS4,MYCN,PHOX2A,CHGA,HAND2,NSG2,VEGFD,STMN4
ACH-001303,NB1643,NB1643_AUTONOMIC_GANGLIA,Male,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,MYCN,STMN2,NSG2,HAND2,RGS4,PHOX2A,RGS5,ELAVL4,STMN4,GDAP1L1
ACH-001306,8305C,8305C_THYROID,Female,Thyroid Cancer,Carcinoma,thyroid,thyroid_carcinoma,,thyroid,MMP1,G0S2,FN1,TFPI2,IL1B,SERPINE1,SPOCK1,CSF3,CLEC11A,TGM2
ACH-001307,8505C,8505C_THYROID,Female,Thyroid Cancer,Carcinoma,thyroid,thyroid_carcinoma,,thyroid,MMP1,ESM1,RGS4,LCE2A,KRT14,KPRP,CHRDL1,KISS1,PLAT,SFRP1
ACH-001318,PLCPRF5,PLCPRF5_LIVER,Male,Liver Cancer,Hepatocellular Carcinoma,liver,hepatocellular_carcinoma,,liver,NTS,FGA,FGG,AMBP,PAH,FGB,CRH,ALDH1A1,TF,VTN
ACH-001321,TT,TT_THYROID,Female,Thyroid Cancer,Squamous Cell Carcinoma,thyroid,thyroid_squamous,,thyroid,CALCA,CHGB,PAGE2B,SCG3,NSG2,GRP,CHGA,PAGE2,CPE,CEACAM5
ACH-001322,CME1,CME1_SOFT_TISSUE,Unknown,Sarcoma,Synovial,soft_tissue,synovial_sarcoma,,soft_tissue,FGG,ANGPT2,COL9A3,IGF2,KLHL4,HOXC12,APCDD1L,SBSPON,SOX8,TNC
ACH-001328,A431,A431_SKIN,Female,Skin Cancer,Squamous Cell Carcinoma,skin,skin_squamous,,skin,LY6D,KRT14,KRT5,KRT6A,KRT13,KRT15,ADIRF,MAGEA4,S100A2,KLK8
ACH-001329,ANGMCSS,ANGMCSS_CENTRAL_NERVOUS_SYSTEM,Male,Brain Cancer,Glioblastoma,central_nervous_system,glioma,glioblastoma,central_nervous_system,LRRC17,COL1A2,THY1,MGP,CCL2,ACTG2,TAGLN,LUM,MMP2,MFAP4
ACH-001332,BICR78,BICR78_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",upper_aerodigestive,upper_aerodigestive_squamous,oral,upper_aerodigestive,KRTDAP,KRT5,SPRR1B,PI3,KRT14,KRT6A,KRT13,LY6D,SPRR1A,SLURP2
ACH-001333,C33A,C33A_CERVIX,Female,Cervical Cancer,Carcinoma,cervix,cervical_carcinoma,,cervix,MAGEA4,SEMA3D,GJA1,KCNQ2,OTOL1,SOX2,MMRN1,GTSF1,MLIP,SNCA
ACH-001334,C4I,C4I_CERVIX,Female,Cervical Cancer,Carcinoma,cervix,cervical_carcinoma,,cervix,IGFL1,S100A9,C15orf48,HSD11B1,KRT81,KRT13,PI3,S100A8,FXYD3,TACSTD2
ACH-001335,C4II,C4II_CERVIX,Female,Cervical Cancer,Carcinoma,cervix,cervical_carcinoma,,cervix,PI3,KRT13,ALPP,SLPI,SAA1,MAL,HSD3B1,S100A9,PSG5,IFI27
ACH-001336,CASKI,CASKI_CERVIX,Female,Cervical Cancer,Squamous Cell Carcinoma,cervix,cervical_squamous,,cervix,KRT17,KRT14,KRT5,CXorf49,KRT81,KRT34,PSG5,LCN2,COL17A1,TDRD9
ACH-001338,CHP134,CHP134_AUTONOMIC_GANGLIA,Male,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,MYCN,NEUROD1,STMN2,ELAVL4,PHOX2B,DDX1,IGSF1,HPCA,TAGLN3,MAB21L1
ACH-001339,COLO794,COLO794_SKIN,Male,Skin Cancer,Melanoma,skin,melanoma,,skin,MMP1,S100B,SERPINA3,DCT,MIA,MGP,PMEL,S100A1,HLA-DRA,PLP1
ACH-001340,COV413A,COV413A_OVARY,Female,Ovarian Cancer,Carcinoma,ovary,ovary_carcinoma,,ovary,WFDC2,LCN2,CLDN16,SLPI,C3,PDZK1IP1,CXCL5,CCNA1,IFI27,GPX3
ACH-001341,DOTC24510,DOTC24510_CERVIX,Female,Cervical Cancer,Cervical Adenocarcinoma,cervix,cervical_adenocarcinoma,,cervix,LCN2,OLFM4,KRT13,S100A9,PADI3,TACSTD2,LY6D,CSTA,MAL,KRT14
ACH-001344,GIMEN,GIMEN_AUTONOMIC_GANGLIA,Male,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,CXCL12,SERPINB7,COL3A1,SFRP1,PAGE5,BGN,EMILIN1,SCG2,FN1,COL1A1
ACH-001345,GP5D,GP5D_LARGE_INTESTINE,Female,Colon/Colorectal Cancer,Adenocarcinoma,colorectal,colorectal_adenocarcinoma,,colorectal,LGALS4,CDX1,LCN15,RBP7,PPP1R1B,C10orf99,FXYD3,CDH17,GPA33,S100A14
ACH-001346,H103,H103_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, buccal mucosa",upper_aerodigestive,upper_aerodigestive_squamous,buccal_mucosa,upper_aerodigestive,KRT5,KRT14,KRT6A,SAA1,KRT17,S100A9,KRT81,KRT16,PI3,SAA2
ACH-001347,H157,H157_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,"Squamous Cell Carcinoma, buccal mucosa",upper_aerodigestive,upper_aerodigestive_squamous,buccal_mucosa,upper_aerodigestive,KRT14,MMP7,KRT13,KRT5,KRT6A,KRT16,KRT17,KRT81,PLA2G2A,SAA1
ACH-001353,JOPACA1,JOPACA1_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,KISS1,LCN2,C15orf48,PSCA,WFDC2,PLAAT4,DHRS9,CEACAM5,CEACAM6,S100P
ACH-001354,LAN2,LAN2_AUTONOMIC_GANGLIA,Female,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,SST,PAGE5,PAGE2,LRRN3,MAGEA4,VCX2,PHOX2B,ELAVL4,MYCN,PRPH
ACH-001356,MB1,MB1_THYROID,Male,Thyroid Cancer,"Carcinoma, anaplastic",thyroid,thyroid_carcinoma,anaplastic,thyroid,NOX5,GREM1,TFPI2,XAGE1B,G0S2,IDO1,FN1,IL6,SPARC,SLC16A6
ACH-001360,MS751,MS751_CERVIX,Female,Cervical Cancer,Squamous Cell Carcinoma,cervix,cervical_squamous,,cervix,CGA,SPINK6,KRT13,ADIRF,RHOV,CPS1,CT83,FXYD3,MFAP5,CLEC3A
ACH-001366,NGP,NGP_AUTONOMIC_GANGLIA,Male,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,MYCN,HAND2,ARHGAP36,STMN2,PHOX2A,FABP6,PRPH,SLC17A8,CYRIA,HPCA
ACH-001367,NMB,NMB_AUTONOMIC_GANGLIA,Unknown,Neuroblastoma,,peripheral_nervous_system,neuroblastoma,,peripheral_nervous_system,MYCN,HAND2,GAGE2E,RGS5,GAGE2A,PHOX2A,STMN2,ENPP2,KCNQ2,RGS4
ACH-001368,OACM51,OACM51_OESOPHAGUS,Female,Esophageal Cancer,Adenocarcinoma,esophagus,esophagus_adenocarcinoma,,esophagus,CRYAB,SCRG1,MB,FAM9C,DPPA3,AKR1C2,AKR1C1,SERPINA3,CRYAA2,S100A4
ACH-001369,OCIC5X,OCIC5X_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, clear cell",ovary,ovary_adenocarcinoma,clear_cell,ovary,SAA2,SAA1,LCN2,SFTA2,C10orf99,FXYD2,NID2,DHRS2,SLPI,CST6
ACH-001370,OCIP5X,OCIP5X_OVARY,Female,Ovarian Cancer,"Adenocarcinoma, serous",ovary,ovary_adenocarcinoma,serous,ovary,IL1B,CXCL1,TFPI2,CXCL8,CSF3,G0S2,PTGS2,MMP3,MMP1,ESM1
ACH-001373,OV17R,OV17R_OVARY,Female,Ovarian Cancer,Adenocarcinoma,ovary,ovary_adenocarcinoma,,ovary,MFAP5,CYP4B1,SPOCK2,UPK3B,SLPI,TNNT2,GAGE2A,GAGE1,SPON1,IGFBP2
ACH-001374,PA1,PA1_OVARY,Female,Ovarian Cancer,,ovary,mixed_germ_cell,,ovary,LIN28A,CLDN6,POU5F1,CRABP1,SFRP2,SPP1,CDH6,VAT1L,EDNRB,TRIM71
ACH-001375,PACADD119,PACADD119_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,KRT13,PSCA,RARRES1,ADIRF,SPOCK2,PSG5,S100P,UGT1A6,AKR1C2,WFDC2
ACH-001376,PACADD135,PACADD135_PANCREAS,Female,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,CST1,CST4,CST2,PSCA,PLAT,TFF2,WFDC2,LCN2,KRT13,CEACAM6
ACH-001377,PACADD137,PACADD137_PANCREAS,Female,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,SERPINA1,TFF2,OLFM4,ALB,TFF1,DEFB1,GPX2,SPINK4,FABP1,CCL20
ACH-001378,PACADD159,PACADD159_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,LCN2,KLK10,MUCL3,WFDC2,SAA2,KRT7,UPK2,COL17A1,SFTA2,CEACAM6
ACH-001379,PACADD161,PACADD161_PANCREAS,Female,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,SYT8,C19orf33,AGR2,S100P,ALPP,ANPEP,ADIRF,UPK3B,AGR3,CEACAM6
ACH-001380,PACADD165,PACADD165_PANCREAS,Male,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,FXYD2,CRYAB,MMP7,SFRP5,SCGN,TM4SF18,CLDN2,CCL2,CP,C3
ACH-001382,PACADD188,PACADD188_PANCREAS,Female,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",pancreas,exocrine,exocrine_adenocarcinoma,pancreas,PSCA,TFF2,CEACAM6,TFF1,DHRS9,ALDH3A1,S100A4,LGALS4,UGT1A10,AGR2
ACH-001384,RO82W1,RO82W1_THYROID,Female,Thyroid Cancer,"Carcinoma, follicular",thyroid,thyroid_carcinoma,follicular,thyroid,MMP1,CXCL3,FN1,PSG4,TMEM158,SCG5,CSF2,G0S2,KISS1,BEX1
ACH-001385,RPMI2650,RPMI2650_UPPER_AERODIGESTIVE_TRACT,Male,Head and Neck Cancer,Squamous Cell Carcinoma,upper_aerodigestive,upper_aerodigestive_squamous,,upper_aerodigestive,DLK1,MGP,SPINK6,DNASE2B,SPINK5,SLC30A8,KRT5,DLX5,AQP1,TMEM100
ACH-001386,SCLC22H,SCLC22H_LUNG,Male,Lung Cancer,Small Cell Lung Cancer (SCLC),lung,SCLC,,lung,CHGA,CHGB,PPP1R17,TCEAL7,NEUROD1,GNG8,INSM1,ASCL1,DDC,KCNK16
ACH-001388,SUM102PT,SUM102PT_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERneg_HER2neg,breast,KRT1,LCE3D,KRTDAP,KRT6A,SPRR1B,SBSN,KRT16,SPRR2E,SPRR1A,KRT5
ACH-001389,SUM1315MO2,SUM1315MO2_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,ERneg_HER2neg,breast,ANPEP,LOX,COL1A2,FAM180A,MAGEA9B,RNF182,KCNMA1,SGCA,COL1A1,CTAG2
ACH-001390,SUM149PT,SUM149PT_BREAST,Female,Breast Cancer,Breast Ductal Carcinoma,breast,breast_ductal_carcinoma,ERneg_HER2neg,breast,KRT81,SAA1,C3,WFDC2,KRT6A,AREG,S100P,LCN2,RARRES1,PI3
ACH-001391,SUM159PT,SUM159PT_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERneg_HER2neg,breast,SAA1,IRX2,SAA2,XAGE2,XAGE1B,ABI3BP,COL8A1,C3,TMPRSS15,C5orf38
ACH-001392,SUM185PE,SUM185PE_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERneg_HER2neg,breast,PIP,CALML5,TFF3,SNCG,S100P,TFF1,GATA3,CREB3L1,S100A14,PSCA
ACH-001394,SUM229PE,SUM229PE_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERneg_HER2neg,breast,KRT6A,CCL20,SERPINA3,KRT17,UGT1A6,S100A2,COL8A1,SAA2,SLPI,IFI27
ACH-001395,SUM44PE,SUM44PE_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERpos_HER2pos,breast,MGP,APOD,AKR1C2,SCGB2A2,THRSP,NUPR1,SMIM22,AMBP,MUCL1,AZGP1
ACH-001396,SUM52PE,SUM52PE_BREAST,Female,Breast Cancer,Carcinoma,breast,breast_carcinoma,ERpos_HER2pos,breast,CRISP3,PCP4,KRT81,FGFR2,KRT86,AGR2,MUCL1,S100P,AZGP1,CES1
ACH-001398,SW156,SW156_KIDNEY,Male,Kidney Cancer,Renal Cell Carcinoma,kidney,renal_cell_carcinoma,,kidney,FABP7,SPP1,FXYD2,PAGE1,ALDH1A1,MMP7,SERPINE1,IGFBP3,UGT1A6,PDZK1IP1
